"ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.StatusRulesetCode","Language","Name","SourceLang"
"DOO","Copy 1 of Ship Order Status Rule Set","TH","Copy 1 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of Ship Order Status Rule Set","TR","Copy 1 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of Ship Order Status Rule Set","UK","Copy 1 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of Ship Order Status Rule Set","US","Copy 1 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of Ship Order Status Rule Set","VN","Copy 1 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of Ship Order Status Rule Set","ZHS","发运订单状态规则集（复制1）","ZHS"
"DOO","Copy 1 of Ship Order Status Rule Set","ZHT","發隕訂單壯撻規則集（複制1）","ZHT"
"DOO","ClickShipCollect1","AR","ClickShipCollect1","US"
"DOO","ClickShipCollect1","CS","ClickShipCollect1","US"
"DOO","ClickShipCollect1","D","ClickShipCollect1","US"
"DOO","ClickShipCollect1","DK","ClickShipCollect1","US"
"DOO","ClickShipCollect1","E","ClickShipCollect1","US"
"DOO","ClickShipCollect1","EL","ClickShipCollect1","US"
"DOO","ClickShipCollect1","ESA","ClickShipCollect1","US"
"DOO","ClickShipCollect1","ET","ClickShipCollect1","US"
"DOO","ClickShipCollect1","F","ClickShipCollect1","US"
"DOO","ClickShipCollect1","FRC","ClickShipCollect1","US"
"DOO","ClickShipCollect1","HR","ClickShipCollect1","US"
"DOO","ClickShipCollect1","HU","ClickShipCollect1","US"
"DOO","ClickShipCollect1","I","ClickShipCollect1","US"
"DOO","ClickShipCollect1","IS","ClickShipCollect1","US"
"DOO","ClickShipCollect1","IW","ClickShipCollect1","US"
"DOO","ClickShipCollect1","JA","ClickShipCollect1","US"
"DOO","ClickShipCollect1","KO","ClickShipCollect1","US"
"DOO","ClickShipCollect1","LT","ClickShipCollect1","US"
"DOO","ClickShipCollect1","LV","ClickShipCollect1","US"
"DOO","ClickShipCollect1","N","ClickShipCollect1","US"
"DOO","ClickShipCollect1","NL","ClickShipCollect1","US"
"DOO","ClickShipCollect1","PL","ClickShipCollect1","US"
"DOO","ClickShipCollect1","PT","ClickShipCollect1","US"
"DOO","ClickShipCollect1","PTB","ClickShipCollect1","US"
"DOO","ClickShipCollect1","RO","ClickShipCollect1","US"
"DOO","ClickShipCollect1","RU","ClickShipCollect1","US"
"DOO","ClickShipCollect1","S","ClickShipCollect1","US"
"DOO","ClickShipCollect1","SF","ClickShipCollect1","US"
"DOO","ClickShipCollect1","SK","ClickShipCollect1","US"
"DOO","ClickShipCollect1","SL","ClickShipCollect1","US"
"DOO","ClickShipCollect1","TH","ClickShipCollect1","US"
"DOO","ClickShipCollect1","TR","ClickShipCollect1","US"
"DOO","ClickShipCollect1","UK","ClickShipCollect1","US"
"DOO","ClickShipCollect1","US","ClickShipCollect1","US"
"DOO","ClickShipCollect1","VN","ClickShipCollect1","US"
"DOO","ClickShipCollect1","ZHS","ClickShipCollect1","US"
"DOO","ClickShipCollect1","ZHT","ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","AR","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","CS","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","D","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","DK","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","E","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","EL","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","ESA","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","ET","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","F","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","FRC","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","HR","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","HU","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","I","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","IS","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","IW","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","JA","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","KO","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","LT","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","LV","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","N","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","NL","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","PL","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","PT","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","PTB","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","RO","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","RU","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","S","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","SF","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","SK","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","SL","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","TH","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","TR","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","UK","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","US","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","VN","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","ZHS","Copy of Copy of ClickShipCollect1","US"
"DOO","Copy of Copy of ClickShipCollect1","ZHT","Copy of Copy of ClickShipCollect1","US"
"DOO","Manual Ship Order Status Rule Set","AR","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","CS","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","D","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","DK","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","E","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","EL","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","ESA","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","ET","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","F","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","FRC","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","HR","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","HU","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","I","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","IS","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","IW","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","JA","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","KO","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","LT","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","LV","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","N","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","NL","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","PL","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","PT","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","PTB","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","RO","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","RU","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","S","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","SF","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","SK","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","SL","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","TH","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","TR","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","UK","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","US","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","VN","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","ZHS","Manual Ship Order Status Rule Set","US"
"DOO","Manual Ship Order Status Rule Set","ZHT","Manual Ship Order Status Rule Set","US"
"DOO","ShipOrderProcess","AR","ShipOrderProcess","US"
"DOO","ShipOrderProcess","CS","ShipOrderProcess","US"
"DOO","ShipOrderProcess","D","ShipOrderProcess","US"
"DOO","ShipOrderProcess","DK","ShipOrderProcess","US"
"DOO","ShipOrderProcess","E","ShipOrderProcess","US"
"DOO","ShipOrderProcess","EL","ShipOrderProcess","US"
"DOO","ShipOrderProcess","ESA","ShipOrderProcess","US"
"DOO","ShipOrderProcess","ET","ShipOrderProcess","US"
"DOO","ShipOrderProcess","F","ShipOrderProcess","US"
"DOO","ShipOrderProcess","FRC","ShipOrderProcess","US"
"DOO","ShipOrderProcess","HR","ShipOrderProcess","US"
"DOO","ShipOrderProcess","HU","ShipOrderProcess","US"
"DOO","ShipOrderProcess","I","ShipOrderProcess","US"
"DOO","ShipOrderProcess","IS","ShipOrderProcess","US"
"DOO","ShipOrderProcess","IW","ShipOrderProcess","US"
"DOO","ShipOrderProcess","JA","ShipOrderProcess","US"
"DOO","ShipOrderProcess","KO","ShipOrderProcess","US"
"DOO","ShipOrderProcess","LT","ShipOrderProcess","US"
"DOO","ShipOrderProcess","LV","ShipOrderProcess","US"
"DOO","ShipOrderProcess","N","ShipOrderProcess","US"
"DOO","ShipOrderProcess","NL","ShipOrderProcess","US"
"DOO","ShipOrderProcess","PL","ShipOrderProcess","US"
"DOO","ShipOrderProcess","PT","ShipOrderProcess","US"
"DOO","ShipOrderProcess","PTB","ShipOrderProcess","US"
"DOO","ShipOrderProcess","RO","ShipOrderProcess","US"
"DOO","ShipOrderProcess","RU","ShipOrderProcess","US"
"DOO","ShipOrderProcess","S","ShipOrderProcess","US"
"DOO","ShipOrderProcess","SF","ShipOrderProcess","US"
"DOO","ShipOrderProcess","SK","ShipOrderProcess","US"
"DOO","ShipOrderProcess","SL","ShipOrderProcess","US"
"DOO","ShipOrderProcess","TH","ShipOrderProcess","US"
"DOO","ShipOrderProcess","TR","ShipOrderProcess","US"
"DOO","ShipOrderProcess","UK","ShipOrderProcess","US"
"DOO","ShipOrderProcess","US","ShipOrderProcess","US"
"DOO","ShipOrderProcess","VN","ShipOrderProcess","US"
"DOO","ShipOrderProcess","ZHS","ShipOrderProcess","US"
"DOO","ShipOrderProcess","ZHT","ShipOrderProcess","US"
"DOO","Copy of ClickShipCollect1-Version 1","AR","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","CS","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","D","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","DK","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","E","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","EL","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","ESA","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","ET","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","F","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","FRC","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","HR","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","HU","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","I","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","IS","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","IW","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","JA","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","KO","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","LT","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","LV","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","N","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","NL","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","PL","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","PT","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","PTB","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","RO","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","RU","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","S","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","SF","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","SK","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","SL","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","TH","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","TR","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","UK","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","US","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","VN","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","ZHS","Copy of ClickShipCollect1-Version 1","US"
"DOO","Copy of ClickShipCollect1-Version 1","ZHT","Copy of ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","AR","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","CS","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","D","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","DK","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","E","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","EL","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","ESA","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","ET","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","F","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","FRC","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","HR","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","HU","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","I","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","IS","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","IW","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","JA","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","KO","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","LT","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","LV","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","N","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","NL","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","PL","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","PT","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","PTB","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","RO","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","RU","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","S","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","SF","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","SK","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","SL","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","TH","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","TR","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","UK","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","US","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","VN","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","ZHS","ClickShipCollect1-Version 1","US"
"DOO","ClickShipCollect1-Version 1","ZHT","ClickShipCollect1-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","AR","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","CS","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","D","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","DK","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","E","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","EL","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","ESA","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","ET","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","F","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","FRC","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","HR","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","HU","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","I","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","IS","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","IW","Copy 3 of Ship Order Status Rule Set-Version 1","US"
