"ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.StatusRulesetCode","Language","Name","SourceLang"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","JA","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","KO","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","LT","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","LV","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","N","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","NL","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","PL","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","PT","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","PTB","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","RO","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","RU","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","S","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","SF","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","SK","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","SL","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","TH","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","TR","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","UK","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","US","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","VN","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","ZHS","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 1","ZHT","Copy 3 of Ship Order Status Rule Set-Version 1","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","AR","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","CS","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","D","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","DK","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","E","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","EL","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ESA","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ET","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","F","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","FRC","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","HR","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","HU","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","I","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","IS","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","IW","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","JA","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","KO","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","LT","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","LV","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","N","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","NL","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","PL","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","PT","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","PTB","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","RO","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","RU","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","S","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","SF","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","SK","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","SL","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","TH","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","TR","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","UK","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","US","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","VN","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ZHS","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set-Version 2","ZHT","Copy 3 of Ship Order Status Rule Set-Version 2","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","AR","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","CS","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","D","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","DK","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","E","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","EL","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","ESA","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","ET","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","F","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","FRC","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","HR","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","HU","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","I","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","IS","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","IW","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","JA","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","KO","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","LT","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","LV","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","N","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","NL","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","PL","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","PT","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","PTB","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","RO","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","RU","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","S","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","SF","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","SK","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","SL","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","TH","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","TR","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","UK","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","US","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","VN","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","ZHS","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy 1 of DOO_Ship_Order_Status_Rule_Set","ZHT","Copy 3 of Ship Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","AR","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","CS","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","D","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","DK","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","E","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","EL","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","F","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","FRC","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HR","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","HU","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","I","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","IW","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","JA","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","KO","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","N","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","NL","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PL","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","PTB","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RO","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","RU","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","S","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SF","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","SK","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TH","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","TR","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","UK","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","US","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","VN","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHS","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","ZHT","Copy of Copy 15 of Drop Ship and Back-To-Back Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","AR","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","CS","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","D","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","DK","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","E","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","EL","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","F","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","FRC","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","HR","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","HU","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","I","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","IW","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","JA","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","KO","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","N","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","NL","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","PL","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","PTB","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","RO","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","RU","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","S","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","SF","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","SK","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","TH","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","TR","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","UK","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","US","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","VN","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","ZHS","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","ZHT","Copy 6 of Ship Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","AR","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","CS","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","D","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","DK","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","E","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","EL","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","F","Copy of Copy of Return Order Status Rule Set","US"
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","FRC","Copy of Copy of Return Order Status Rule Set","US"
