"DOO_ORCHESTRATION_PROCESS.DooProcessVersion","DOO_ORCHESTRATION_PROCESS.ProcessName","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.DooProcessVersion","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.StepNumber","Language","SourceLang","StepName","SplitUnitDisplayName"
"2","ClickShipCollect2","DOO","2","900","E","E","Entregado a cliente","Fraccionar"
"2","ClickShipCollect2","DOO","2","900","EL","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","ESA","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","ET","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","F","F","Livré au client","Fractionner"
"2","ClickShipCollect2","DOO","2","900","FRC","FRC","Livré au client","Fractionner"
"2","ClickShipCollect2","DOO","2","900","HR","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","HU","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","I","I","Consegnato al Cliente","Dividere"
"2","ClickShipCollect2","DOO","2","900","IS","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","IW","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","JA","JA","顧客配送済","分割"
"2","ClickShipCollect2","DOO","2","900","KO","KO","고객에게 전달","분열"
"2","ClickShipCollect2","DOO","2","900","LT","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","LV","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","N","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","NL","NL","Afgeleverd bij klant","Split"
"2","ClickShipCollect2","DOO","2","900","PL","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","PT","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","PTB","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","RO","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","RU","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","S","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","SF","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","SK","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","SL","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","TH","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","TR","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","UK","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","US","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","VN","US","Delivered to Customer","Split"
"2","ClickShipCollect2","DOO","2","900","ZHS","ZHS","已投递给客户","拆分"
"2","ClickShipCollect2","DOO","2","900","ZHT","ZHT","已投遞個客戶","拆分"
"2","ClickShipCollect2","DOO","2","1200","AR","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","CS","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","D","D","Kunden benachrichtigen","Aufteilen"
"2","ClickShipCollect2","DOO","2","1200","DK","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","E","E","Notificar al Cliente","Fraccionar"
"2","ClickShipCollect2","DOO","2","1200","EL","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","ESA","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","ET","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","F","F","Notifier le client","Fractionner"
"2","ClickShipCollect2","DOO","2","1200","FRC","FRC","Notifier le client","Fractionner"
"2","ClickShipCollect2","DOO","2","1200","HR","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","HU","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","I","I","Notifica cliente","Dividere"
"2","ClickShipCollect2","DOO","2","1200","IS","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","IW","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","JA","JA","顧客に通知","分割"
"2","ClickShipCollect2","DOO","2","1200","KO","KO","고객통지","분열"
"2","ClickShipCollect2","DOO","2","1200","LT","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","LV","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","N","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","NL","NL","Melden aan klant","Split"
"2","ClickShipCollect2","DOO","2","1200","PL","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","PT","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","PTB","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","RO","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","RU","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","S","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","SF","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","SK","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","SL","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","TH","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","TR","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","UK","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","US","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","VN","US","Notify Customer","Split"
"2","ClickShipCollect2","DOO","2","1200","ZHS","ZHS","通知客户","拆分"
"2","ClickShipCollect2","DOO","2","1200","ZHT","ZHT","通知客戶","拆分"
"2","ClickShipCollect2","DOO","2","500","AR","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","CS","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","D","D","Kunden 1 benachrichtigen","Aufteilen"
"2","ClickShipCollect2","DOO","2","500","DK","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","E","E","Notificar Cliente 1","Fraccionar"
"2","ClickShipCollect2","DOO","2","500","EL","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","ESA","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","ET","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","F","F","Notifier Client 1","Fractionner"
"2","ClickShipCollect2","DOO","2","500","FRC","FRC","Notifier Client 1","Fractionner"
"2","ClickShipCollect2","DOO","2","500","HR","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","HU","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","I","I","Notifica cliente 1","Dividere"
"2","ClickShipCollect2","DOO","2","500","IS","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","IW","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","JA","JA","顧客１に通知","分割"
"2","ClickShipCollect2","DOO","2","500","KO","KO","고객통지1","분열"
"2","ClickShipCollect2","DOO","2","500","LT","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","LV","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","N","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","NL","NL","Melden aan klant 1","Split"
"2","ClickShipCollect2","DOO","2","500","PL","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","PT","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","PTB","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","RO","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","RU","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","S","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","SF","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","SK","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","SL","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","TH","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","TR","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","UK","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","US","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","VN","US","Notify Customer 1","Split"
"2","ClickShipCollect2","DOO","2","500","ZHS","ZHS","通知客户1","拆分"
"2","ClickShipCollect2","DOO","2","500","ZHT","ZHT","通知客戶1","拆分"
"2","ClickShipCollect2","DOO","2","1000","AR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","CS","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","D","D","Benachrichtige Laden SKU abzuholen","Aufteilen"
"2","ClickShipCollect2","DOO","2","1000","DK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","E","E","Notificar a almacen acopio de SKU","Fraccionar"
"2","ClickShipCollect2","DOO","2","1000","EL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","ESA","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","ET","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","F","F","Notifier le magasin de prélèver le SKU","Fractionner"
"2","ClickShipCollect2","DOO","2","1000","FRC","FRC","Notifier le magasin de prélèver le SKU","Fractionner"
"2","ClickShipCollect2","DOO","2","1000","HR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","HU","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","I","I","Notifica magazzino per il ritiro SKU","Dividere"
"2","ClickShipCollect2","DOO","2","1000","IS","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","IW","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","JA","JA","SKUピックを店舗に通知","分割"
"2","ClickShipCollect2","DOO","2","1000","KO","KO","SKU(재고관리코드)을 매장에 통지","분열"
"2","ClickShipCollect2","DOO","2","1000","LT","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","LV","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","N","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","NL","NL","Melding winkel Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","PL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","PT","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","PTB","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","RO","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","RU","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","S","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","SF","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","SK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","SL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","TH","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","TR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","UK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","US","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","VN","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect2","DOO","2","1000","ZHS","ZHS","通知仓库做SKU挑库","拆分"
"2","ClickShipCollect2","DOO","2","1000","ZHT","ZHT","通知倉庫做SKU挑庫","拆分"
"2","ClickShipCollect2","DOO","2","1100","AR","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","CS","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","D","D","Warten auf SKU Wahl","Aufteilen"
"2","ClickShipCollect2","DOO","2","1100","DK","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","E","E","Esperar acopio de SKU","Fraccionar"
"2","ClickShipCollect2","DOO","2","1100","EL","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","ESA","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","ET","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","F","F","Attendre le Prélèvement du SKU","Fractionner"
"2","ClickShipCollect2","DOO","2","1100","FRC","FRC","Attendre le Prélèvement du SKU","Fractionner"
"2","ClickShipCollect2","DOO","2","1100","HR","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","HU","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","I","I","In attesa di ritiro SKU ","Dividere"
"2","ClickShipCollect2","DOO","2","1100","IS","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","IW","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","JA","JA","SKUピック待ち","分割"
"2","ClickShipCollect2","DOO","2","1100","KO","KO","SKU(재고관리코드)선택을 기다림","분열"
"2","ClickShipCollect2","DOO","2","1100","LT","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","LV","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","N","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","NL","NL","Wacht op SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","PL","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","PT","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","PTB","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","RO","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","RU","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","S","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","SF","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","SK","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","SL","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","TH","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","TR","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","UK","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","US","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","VN","US","Wait for SKU Pick","Split"
"2","ClickShipCollect2","DOO","2","1100","ZHS","ZHS","等待SKU挑库","拆分"
"2","ClickShipCollect2","DOO","2","1100","ZHT","ZHT","等待SKU挑庫","拆分"
"2","ClickShipCollect2","DOO","2","1700","AR","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","CS","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","D","D","Warten auf Abwicklung","Aufteilen"
"2","ClickShipCollect2","DOO","2","1700","DK","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","E","E","Esperar liquidación","Fraccionar"
"2","ClickShipCollect2","DOO","2","1700","EL","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","ESA","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","ET","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","F","F","Attendre le règlement ","Fractionner"
"2","ClickShipCollect2","DOO","2","1700","FRC","FRC","Attendre le règlement ","Fractionner"
"2","ClickShipCollect2","DOO","2","1700","HR","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","HU","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","I","I","In attesa dell'accordo","Dividere"
"2","ClickShipCollect2","DOO","2","1700","IS","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","IW","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","JA","JA","受領待ち","分割"
"2","ClickShipCollect2","DOO","2","1700","KO","KO","정착대기","분열"
"2","ClickShipCollect2","DOO","2","1700","LT","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","LV","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","N","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","NL","NL","Wacht op vereffening","Split"
"2","ClickShipCollect2","DOO","2","1700","PL","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","PT","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","PTB","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","RO","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","RU","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","S","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","SF","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","SK","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","SL","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","TH","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","TR","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","UK","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","US","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","VN","US","Wait for Settlement","Split"
"2","ClickShipCollect2","DOO","2","1700","ZHS","ZHS","等待结算","拆分"
"2","ClickShipCollect2","DOO","2","1700","ZHT","ZHT","等待結算","拆分"
"2","ClickShipCollect2","DOO","2","1600","AR","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","CS","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","D","D","Abrechnung","Aufteilen"
"2","ClickShipCollect2","DOO","2","1600","DK","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","E","E","Liquidación","Fraccionar"
"2","ClickShipCollect2","DOO","2","1600","EL","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","ESA","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","ET","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","F","F","Règlement","Fractionner"
"2","ClickShipCollect2","DOO","2","1600","FRC","FRC","Règlement","Fractionner"
"2","ClickShipCollect2","DOO","2","1600","HR","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","HU","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","I","I","Accordo","Dividere"
"2","ClickShipCollect2","DOO","2","1600","IS","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","IW","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","JA","JA","受領","分割"
"2","ClickShipCollect2","DOO","2","1600","KO","KO","정착지","분열"
"2","ClickShipCollect2","DOO","2","1600","LT","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","LV","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","N","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","NL","NL","Vereffening","Split"
"2","ClickShipCollect2","DOO","2","1600","PL","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","PT","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","PTB","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","RO","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","RU","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","S","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","SF","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","SK","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","SL","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","TH","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","TR","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","UK","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","US","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","VN","US","Settlement","Split"
"2","ClickShipCollect2","DOO","2","1600","ZHS","ZHS","结算","拆分"
"2","ClickShipCollect2","DOO","2","1600","ZHT","ZHT","結算","拆分"
"2","ClickShipCollect2","DOO","2","1500","AR","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","CS","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","D","D","Merge","Aufteilen"
"2","ClickShipCollect2","DOO","2","1500","DK","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","E","E","Merge","Fraccionar"
"2","ClickShipCollect2","DOO","2","1500","EL","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","ESA","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","ET","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","F","F","Merge","Fractionner"
"2","ClickShipCollect2","DOO","2","1500","FRC","FRC","Merge","Fractionner"
"2","ClickShipCollect2","DOO","2","1500","HR","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","HU","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","I","I","Merge","Dividere"
"2","ClickShipCollect2","DOO","2","1500","IS","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","IW","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","JA","JA","マージ","分割"
"2","ClickShipCollect2","DOO","2","1500","KO","KO","Merge","분열"
"2","ClickShipCollect2","DOO","2","1500","LT","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","LV","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","N","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","NL","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","PL","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","PT","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","PTB","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","RO","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","RU","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","S","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","SF","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","SK","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","SL","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","TH","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","TR","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","UK","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","US","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","VN","US","Merge","Split"
"2","ClickShipCollect2","DOO","2","1500","ZHS","ZHS","Merge","拆分"
"2","ClickShipCollect2","DOO","2","1500","ZHT","ZHT","Merge","拆分"
"2","ClickShipCollect2","DOO","2","300","AR","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","CS","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","D","D","Selbstabholung oder Versand","Aufteilen"
"2","ClickShipCollect2","DOO","2","300","DK","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","E","E","Recogida o envío por cliente","Fraccionar"
"2","ClickShipCollect2","DOO","2","300","EL","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","ESA","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","ET","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","F","F","Enlèvement Client ou Expédition","Fractionner"
"2","ClickShipCollect2","DOO","2","300","FRC","FRC","Enlèvement Client ou Expédition","Fractionner"
"2","ClickShipCollect2","DOO","2","300","HR","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","HU","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","I","I","Ritiro cliente o spedizione","Dividere"
"2","ClickShipCollect2","DOO","2","300","IS","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","IW","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect2","DOO","2","300","JA","JA","顧客ピックアップまたは出荷","分割"
