"ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STATUS_RULE_SET.StatusRulesetCode","SequenceNumber","StatusCode","OrchestrationApplicationCode","NotifyFlag","CompleteFlag","StatusCode1","CreatedBy","LastUpdatedBy","ConditionDisplayTaskCode","EventEmailEnabledFlag"
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","190","DOO_PRC_CANCEL","DOO","N","N","DOO_PRC_CANCEL","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","140","DOO_REQ_CREATED","DOO","N","N","DOO_REQ_CREATED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","130","DOO_REQ_REQUESTED","DOO","N","N","DOO_REQ_REQUESTED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","200","DOO_SUPPLY_AVAILABLE","DOO","N","N","DOO_SUPPLY_AVAILABLE","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_AVAILABLE""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","210","DOO_SUPPLY_REQ_COMPLETE","DOO","N","N","DOO_SUPPLY_REQ_COMPLETE","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","900","PARTIAL_BACK","DOO","N","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1900","PARTIAL_BACK","DOO","N","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","800","PARTIAL_PICK","DOO","N","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1800","PARTIAL_PICK","DOO","N","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","700","PICKED","DOO","N","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1400","PICKED","DOO","N","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1100","RESERVED","DOO","N","N","RESERVED","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2010","RES_MANUAL","DOO","N","N","RES_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","100","SCHEDULED","DOO","N","N","SCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2000","SCH_MANUAL","DOO","N","N","SCH_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","160","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1000","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1500","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2020","UNSCHEDULED","DOO","N","N","UNSCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""UNSCHEDULED""",""
"DOO","Copy of Copy 15 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","400","WAITING","DOO","N","N","WAITING","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","7","AWAIT_BILLING","DOO","","N","AWAIT_BILLING","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","3","AWAIT_SHIP","DOO","","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","4","BACKORDERED","DOO","","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","8","BILLED","DOO","","N","BILLED","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","10","PARTIAL_BACK","DOO","","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","9","PARTIAL_PICK","DOO","","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","5","PICKED","DOO","","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","1","SCHEDULED","DOO","","N","SCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","12","SCH_MANUAL","DOO","","N","SCH_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","6","SHIPPED","DOO","","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy 4 of DOO_Ship_Order_Status_Rule_Set","14","UNSCHEDULED","DOO","","N","UNSCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""UNSCHEDULED""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","70","ASSET_COMPLETED","DOO","N","N","ASSET_COMPLETED","SCM_IMPL","SCM_IMPL","""DOO_AssetManagement""=""ASSET_COMPLETED""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","20","AWAIT_RECEIVING","DOO","","N","AWAIT_RECEIVING","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""AWAIT_RECEIVING""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","40","DELIVERED","DOO","","N","DELIVERED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""DELIVERED""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","60","PARTIAL_REC","DOO","","N","PARTIAL_REC","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""PARTIAL_REC""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","30","RECEIVED","DOO","","N","RECEIVED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RECEIVED""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","10","RECEIVING_COMP","DOO","","N","RECEIVING_COMP","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""COMPLETED_VAR""",""
"DOO","Copy of Copy of DOO_Return_Order_Status_Rule_Set","50","RETURNED","DOO","","N","RETURNED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RETURNED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","7","AWAIT_BILLING","DOO","","N","AWAIT_BILLING","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","3","AWAIT_SHIP","DOO","","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","4","BACKORDERED","DOO","","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","8","BILLED","DOO","","N","BILLED","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","10","PARTIAL_BACK","DOO","","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","9","PARTIAL_PICK","DOO","","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","5","PICKED","DOO","","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set","6","SHIPPED","DOO","","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","70","AWAIT_BILLING","DOO","","N","AWAIT_BILLING","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","30","AWAIT_SHIP","DOO","","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","40","BACKORDERED","DOO","","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","80","BILLED","DOO","","N","BILLED","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","22","DOO_TP_AWAIT_ACCEPT","DOO","Y","N","DOO_TP_AWAIT_ACCEPT","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_AWAIT_ACCEPT""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","28","DOO_TP_PLANNED","DOO","N","N","DOO_TP_PLANNED","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_PLANNED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","24","DOO_TP_REQ_ACCEPTED","DOO","N","N","DOO_TP_REQ_ACCEPTED","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_ACCEPTED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","26","DOO_TP_REQ_REJECTED","DOO","N","N","DOO_TP_REQ_REJECTED","SCM_IMPL","SCM_IMPL","""DOO_TransportationPlanning""=""DOO_TP_REQ_REJECTED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","100","PARTIAL_BACK","DOO","","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","90","PARTIAL_PICK","DOO","","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","50","PICKED","DOO","","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","20","RESERVED","DOO","","N","RESERVED","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","130","RES_MANUAL","DOO","","N","RES_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","10","SCHEDULED","DOO","","N","SCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","120","SCH_MANUAL","DOO","","N","SCH_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","60","SHIPPED","DOO","","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy 3 of DOO_Ship_Order_Status_Rule_Set","140","UNSCHEDULED","DOO","","N","UNSCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""UNSCHEDULED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","7","AWAIT_BILLING","DOO","","N","AWAIT_BILLING","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","3","AWAIT_SHIP","DOO","","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","4","BACKORDERED","DOO","","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","8","BILLED","DOO","","N","BILLED","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","10","PARTIAL_BACK","DOO","","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","9","PARTIAL_PICK","DOO","","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","5","PICKED","DOO","","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy 2 of DOO_Ship_Order_Status_Rule_Set-Version 1","6","SHIPPED","DOO","","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1600","AWAIT_BILLING","DOO","N","N","AWAIT_BILLING","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""AWAIT_BILLING""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","110","AWAIT_FLINE_AGGREGATE","DOO","N","N","AWAIT_FLINE_AGGREGATE","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FLINE_AGGREGATE""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","120","AWAIT_FULFILLMENT","DOO","N","N","AWAIT_FULFILLMENT","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_FULFILLMENT""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","150","AWAIT_SHIP","DOO","N","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""AWAIT_SHIP""OR""DOO_Procure""=""VARIOUS""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","500","AWAIT_SHIP","DOO","N","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""AWAIT_SHIP""OR""DOO_SHIP_BACK_TO_BACK""=""VARIOUS""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1200","AWAIT_SHIP","DOO","N","N","AWAIT_SHIP","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""AWAIT_SHIP""OR""DOO_Ship""=""VARIOUS""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","600","BACKORDERED","DOO","N","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""BACKORDERED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1300","BACKORDERED","DOO","N","N","BACKORDERED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""BACKORDERED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1700","BILLED","DOO","N","N","BILLED","SCM_IMPL","SCM_IMPL","""DOO_Invoice""=""BILLED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","300","CANCEL_PENDING","DOO","N","N","CANCEL_PENDING","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""CANCEL_PENDING""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","220","CHANGE_PENDING","DOO","N","N","CHANGE_PENDING","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""CHANGE_PENDING""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","170","DOO_PO_CHANGE_REJECTED","DOO","N","N","DOO_PO_CHANGE_REJECTED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PO_CHANGE_REJECTED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","190","DOO_PRC_CANCEL","DOO","N","N","DOO_PRC_CANCEL","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_PRC_CANCEL""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","140","DOO_REQ_CREATED","DOO","N","N","DOO_REQ_CREATED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_CREATED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","130","DOO_REQ_REQUESTED","DOO","N","N","DOO_REQ_REQUESTED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""DOO_REQ_REQUESTED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","200","DOO_SUPPLY_AVAILABLE","DOO","N","N","DOO_SUPPLY_AVAILABLE","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_AVAILABLE""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","210","DOO_SUPPLY_REQ_COMPLETE","DOO","N","N","DOO_SUPPLY_REQ_COMPLETE","SCM_IMPL","SCM_IMPL","""DOO_Supply_Orchestration""=""DOO_SUPPLY_REQ_COMPLETE""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","900","PARTIAL_BACK","DOO","N","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_BACK""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1900","PARTIAL_BACK","DOO","N","N","PARTIAL_BACK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_BACK""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","800","PARTIAL_PICK","DOO","N","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PARTIAL_PICK""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1800","PARTIAL_PICK","DOO","N","N","PARTIAL_PICK","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PARTIAL_PICK""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","700","PICKED","DOO","N","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""PICKED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1400","PICKED","DOO","N","N","PICKED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""PICKED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1100","RESERVED","DOO","N","N","RESERVED","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""RESERVED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2010","RES_MANUAL","DOO","N","N","RES_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Reserve""=""USER_ACTION""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","100","SCHEDULED","DOO","N","N","SCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""SCHEDULED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2000","SCH_MANUAL","DOO","N","N","SCH_MANUAL","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""USER_ACTION""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","160","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Procure""=""SHIPPED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1000","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_SHIP_BACK_TO_BACK""=""SHIPPED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","1500","SHIPPED","DOO","N","N","SHIPPED","SCM_IMPL","SCM_IMPL","""DOO_Ship""=""SHIPPED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","2020","UNSCHEDULED","DOO","N","N","UNSCHEDULED","SCM_IMPL","SCM_IMPL","""DOO_Schedule""=""UNSCHEDULED""",""
"DOO","Copy 16 of DOO_DROP_SHIP_AND_BACK_TO_BACK_ORDER_STATUS_RULE_SET","400","WAITING","DOO","N","N","WAITING","SCM_IMPL","SCM_IMPL","""DOO_Pause""=""WAITING""",""
"DOO","Copy 2 of DOO_Return_Order_Status_Rule_Set","1","AWAIT_RECEIVING","DOO","","N","AWAIT_RECEIVING","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""AWAIT_RECEIVING""",""
"DOO","Copy 2 of DOO_Return_Order_Status_Rule_Set","3","DELIVERED","DOO","","N","DELIVERED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""DELIVERED""",""
"DOO","Copy 2 of DOO_Return_Order_Status_Rule_Set","2","RECEIVED","DOO","","N","RECEIVED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RECEIVED""",""
"DOO","Copy 2 of DOO_Return_Order_Status_Rule_Set","0","RECEIVING_COMP","DOO","","N","RECEIVING_COMP","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""COMPLETED_VAR""",""
"DOO","Copy 2 of DOO_Return_Order_Status_Rule_Set","4","RETURNED","DOO","","N","RETURNED","SCM_IMPL","SCM_IMPL","""DOO_Return_Receipt""=""RETURNED""",""
